ID,Male,Female,Ask Amount,Offered Equity,Valuation Requested,Deal,Verbal Uncertainty,Verbal Pos-Finance,Verbal Neg-Finance,Verbal Certainty,Verbal Pos-Happiness,Verbal Neg-Happiness,Verbal Pos-Sociability,Verbal Pos-Morality,Verbal Pos-Ability,Verbal Pos-Agency,Verbal Neg-Sociability,Verbal Neg-Morality,Verbal Neg-Ability,Verbal Neg-Agency,WPM,Word Count,Sentence Count,Face Angry,Face Disgust,Face Fear,Face Happy,Face Neutral,Face Sad,Face Surprise,Age,# Of Entrepreneurs,Ethnicity Asian,Ethnicity Black,Ethnicity Indian,Ethnicity Latino Hispanic,Ethnicity Middle Eastern,Ethnicity White,Min Pitch,Max Pitch,Mean Pitch,STD Pitch,Min Intensity,Max Intensity,Mean Intensity,STD Intensity,Jitter,Shimmer,HNR,Energy,Industry,Avg Velocity Left Hand X,STD Velocity Left Hand X,Avg Velocity Left Hand Y,STD Velocity Left Hand Y,Avg Velocity Right Hand X,STD Velocity Right Hand X,Avg Velocity Right Hand Y,STD Velocity Right Hand Y,Crossing Arms,Closed Fist,Open Palm,Pointing Up,Thumb Down,Thumb Up,Hand Distance,Left Hand Height,Right Hand Height,Open Pose
S14E09P0,0,1,250000,10,2500000,1,0,0.015,0.01,0,0.71,0.055,0.06030150754,0.01005025126,0.06532663317,0.02512562814,0.02512562814,0.04020100503,0,0,163.5555556,368,41,5.929984553,0.7635484564,9.378606223,47.95511085,18.08500321,15.99930123,1.888445942,32.83417997,2,0,0,0,0,0,1,155.862653,443.1001293,267.9243698,70.28650742,40.47363816,61.81350525,57.59114236,5.426649746,0.01985384146,0.108167695,10.03583585,0.001092363623,1,-0.0002326763396899692,0.08182539966336667,6.481599747684055e-05,0.09422663518351494,7.202227910361157e-06,0.07434817533981743,0.00016989345614595798,0.11485294337591853,0.05620805369127517,0.0008389261744966443,0.010067114093959731,0.01761744966442953,0.0,0.03355704697986577,0.44516129032258067,0.8429833169774289,0.7442326980942828,0.30569948186528495
S14E09P1,1,0,100000,10,1000000,1,0,0.0253164557,0,0,0.6329113924,0.07594936709,0,0.01282051282,0.03846153846,0.05128205128,0,0.05128205128,0,0.01282051282,101.0125656,138,26,19.95569436,0.1761133361,6.523332533,19.10084417,27.53353851,25.90691727,0.8035604788,32.00246427,2,0,0,0,0,0,1,82.78239103,364.2085021,173.8283392,65.8733312,42.36948968,63.71172354,58.96417863,4.813335207,0.036903562,0.1568363066,6.17345918,0.0027966451,4,0.0005781062298420236,0.13661923536529172,0.0007283544041099321,0.11886476001397661,0.00022072620416811094,0.11885116992736874,0.0006324799741125832,0.11082486085937349,0.11192468619246862,0.0,0.02405857740585774,0.0,0.0020920502092050207,0.008368200836820083,0.35160905840286055,0.7089887640449438,0.5957943925233645,0.3107947805456702
S14E09P2,1,0,300000,5,6000000,1,0,0.03125,0.008928571429,0.008928571429,0.7767857143,0.1116071429,0.07623318386,0.0269058296,0.134529148,0.04035874439,0,0.05829596413,0.004484304933,0,197.9086575,429,40,8.53252223,0.5439978474,12.29774783,38.56876804,21.28126376,16.44945964,2.326241094,33.02045587,2,0,0,0,0,0,1,97.91746227,374.3910604,195.9322544,64.32031841,40.40281512,63.79968585,59.03792591,5.638874826,0.02727662818,0.1225353406,7.905738807,0.001935694827,8,0.00032811983628890394,0.10496362763662463,0.0001452619609306309,0.10949111299281666,0.0002772060485908703,0.07966561107878083,0.00023624724896343567,0.11808286249717308,0.05514316012725345,0.003181336161187699,0.010604453870625663,0.005302226935312832,0.0042417815482502655,0.08271474019088017,0.4232121922626026,0.84375,0.7974683544303798,0.36317780580075665
S14E10P0,1,0,14000,15,93333,0,0,0.04964539007,0,0,0.7730496454,0.06382978723,0.07142857143,0.08571428571,0.05,0.02142857143,0.03571428571,0.01428571429,0.007142857143,0,116.7153621,253,17,19.33958506,0.3329103201,8.828747919,22.15255538,18.59919694,29.5025497,1.244455288,34.6,2,0,0,0,0,0,1,115.2267677,379.2529548,196.2895196,52.86952676,39.58043004,61.6480615,56.55294954,5.364684377,0.02165104898,0.1213964204,8.806205963,0.002070544563,3,0.00019343215085211303,0.1225897698152354,0.00019189231984672133,0.12380921557236428,-6.389354045192336e-05,0.12033757770237982,0.00026529843342446,0.11883593397372685,0.24981412639405204,0.0,0.017100371747211896,0.0,0.002973977695167286,0.036431226765799254,0.5485110470701249,0.6737918215613383,0.5700534759358289,0.3753723932472691
S14E10P1,0,0,300000,5,6000000,0,0,0.03759398496,0,0.007518796992,0.6917293233,0.1503759398,0.1060606061,0.0303030303,0.06818181818,0.0303030303,0,0.03787878788,0,0.007575757576,171.98522,256,29,4.743989962,0.03879314631,16.81802658,14.85784307,25.62311934,35.81521586,2.103012478,33.40807498,2,0,0,0,0,0,1,116.9941391,383.3970882,214.1327386,66.3798829,41.56260911,63.86357005,58.32709152,6.070550067,0.0224100618,0.1133483244,9.618648117,0.0006830531588,1,5.473389345056805e-05,0.1137795333138087,-0.0005430503452525409,0.08714483971086658,-0.00033928177374250787,0.09602338304277838,-0.0006671843809240024,0.10193687890945308,0.19036427732079905,0.0,0.0035252643948296123,0.0011750881316098707,0.0,0.010575793184488837,0.33707865168539325,0.776500638569604,0.735632183908046,0.2682926829268293
S14E10P2,0,0,300000,3,10000000,1,0,0.03149606299,0.007874015748,0,0.5433070866,0.07874015748,0.007936507937,0.04761904762,0.02380952381,0,0.007936507937,0.06349206349,0,0,157.1919115,206,29,15.56845761,0.1259740356,13.4429784,14.1044782,28.13745093,28.01489826,0.6057630679,32.63493026,2,1,0,0,0,0,1,124.651862,477.7052698,271.4392335,80.89826645,41.73967827,62.60963086,58.38328567,5.411981172,0.02263842258,0.1122221502,9.257072401,0.001118305426,3,0.0004001908004283908,0.11348746302594934,0.00040701052380932656,0.10008873569534776,0.00016634613275527996,0.08849793568879034,0.00034469647539986435,0.10226451204105307,0.0651872399445215,0.0,0.0,0.0,0.011095700416088766,0.011095700416088766,0.685459940652819,0.7719033232628398,0.6353846153846154,0.4283513097072419
S14E11P1,1,0,100000,5,2000000,0,0,0,0,0,0.4666666667,0.06666666667,0,0,0,0,0,0.07142857143,0,0,110.619469,25,3,2.288714818,0.0513670424,2.805683956,22.9524861,49.71130284,21.53823014,0.6522158187,31.94,3,0,1,0,0,0,0,132.1958912,346.7856247,218.3184782,66.64911334,40.60204529,64.20773135,59.69611739,5.258361303,0.02835119415,0.1363720576,10.03150524,0.0007393399444,9,-0.002977212270100906,0.1943039595345921,0.001563579601756591,0.11091724609624726,8.811022938981537e-05,0.17024485491687263,-0.00020312690465463962,0.12969418931069027,0.3089887640449438,0.0,0.0449438202247191,0.0,0.0,0.2247191011235955,0.36507936507936506,0.953757225433526,0.8461538461538461,0.24571428571428572
S14E11P3,1,0,500000,2,20000000,1,0,0,0,0,0.6315789474,0.1578947368,0,0,0.08108108108,0.02702702703,0,0.02702702703,0,0,128.9147851,59,6,5.498032867,0.06619674449,11.280799,44.68222641,27.97129949,8.995017586,1.506428383,29.36714976,2,1,1,0,0,0,0,101.5584961,413.4871649,220.6107016,76.29796769,39.45566976,59.74052897,55.64693684,4.87202838,0.02564055483,0.1192478449,8.206120571,0.001752012651,9,0.0013937194264649645,0.07625919601139441,0.0007510802911283107,0.07740331143883986,-0.0012373321627968874,0.07419491423996201,0.0010256087554366044,0.0771135359177271,0.1289308176100629,0.0,0.0031446540880503146,0.0,0.0,0.015723270440251572,0.5340501792114696,0.7292993630573248,0.6405693950177936,0.5228070175438596
S14E12P0,0,1,300000,5,6000000,0,0,0.03296703297,0,0,0.5934065934,0.04395604396,0.03333333333,0.04444444444,0.06666666667,0,0,0.05555555556,0,0,155.7976421,174,16,5.185081296,0.2691445995,11.73556385,20.48329404,38.85736579,22.39040265,1.079148298,32.30986993,2,1,0,0,0,0,1,117.1306443,363.912938,225.522151,60.05421325,39.53569672,62.6178769,57.43321494,5.815541311,0.02347155323,0.1175688109,9.594704581,0.0006328205063,9,0.0001395345655438332,0.08699257783194926,0.0007991147741468086,0.08918947002792782,-4.544591608887645e-05,0.08791159396732054,0.0005460429873311665,0.07358838393685854,0.09259259259259259,0.004629629629629629,0.033950617283950615,0.0015432098765432098,0.0015432098765432098,0.0,0.7574171029668412,0.8448275862068966,0.6177024482109228,0.6481149012567325
S14E13P0,0,1,250000,10,2500000,1,0,0.03424657534,0.01369863014,0.006849315068,0.5821917808,0.2328767123,0.01379310345,0.05517241379,0,0.01379310345,0.01379310345,0.09655172414,0,0,132.1132399,231,26,7.408565263,0.1964432003,9.517295534,39.85544628,21.04641654,19.50992769,2.465906064,32.12931034,1,1,0,0,0,0,1,132.8334866,427.724753,257.8457371,66.91139316,39.80934791,62.13806934,57.21717637,5.900328307,0.02220456097,0.1114261452,10.19351118,0.0007640851834,1,0.0006390466948300209,0.0866810869541788,0.0002457886483867455,0.0793508551757465,-0.0002137247651289956,0.0728592443510226,6.538389311629191e-05,0.09434052431277654,0.10943396226415095,0.0012578616352201257,0.027672955974842768,0.007547169811320755,0.0,0.00880503144654088,0.4083916083916084,0.49603174603174605,0.44521497919556174,0.3975069252077562
